'一类偏微分方程的反问题——从击鼓辨音开始谈起','http://math.sustech.edu.cn/hall/10256.html','陈化(武汉大学)','2016-11-18','Math','科教服务中心706',
'Image restoration in ground-based astronomy ','http://math.sustech.edu.cn/hall/10254.html','Raymond H. Chan(香港中文大学)','2016-11-16','Math','科教服务中心706',
'A Data-Driven Approach to Computational Science','http://math.sustech.edu.cn/hall/10255.html','Prof. Nicholas Zabaras(圣母大学)','2016-11-14','Math','科教服务中心706',
'Community Detection for Sparse Networks','http://math.sustech.edu.cn/hall/10253.html','Prof. Bing-Yi JING(香港科技大学)','2016-11-7','Math','科教服务中心706',
'On Multi-Dimensional Compressible Navier-Stokes Systems','http://math.sustech.edu.cn/hall/10252.html','Prof. Zhouping Xin(香港中文大学)','2016-11-2','Math','科教服务中心706',
'Robust Subgroup Analysis in Clinical Trials and Precision Medicine','http://math.sustech.edu.cn/hall/10315.html','谭铭(乔治城大学)','2016-10-28','Math','科教服务中心706',
'On the optimization problems with continuity-type objective functions','http://math.sustech.edu.cn/hall/10314.html','梁治安(上海财经大学)','2016-10-24','Math','科教服务中心706',
'On Ensemble and Particle Filters for Large-Scale Data Assimilation and Inverse Problems','http://math.sustech.edu.cn/hall/84.html','Roland Potthast(DWD/BMVI & University of Reading)','2016-10-21','Math','科教服务中心706',
'Mathematics of Flames','http://math.sustech.edu.cn/hall/83.html','Claude-Michel Brauner(City University of Hong Kong)','2016-10-19','Math','科教服务中心706',
'Stretching of a highly viscous thread with temperature-dependent viscosity and surface tension','http://math.sustech.edu.cn/hall/10466.html','Dongdong He, School of Aerospace Engineering and Applied Mechanics, Tongji University','2016-10-5','Math','科教服务中心706',
'Finite Element Methods with Penalty','http://math.sustech.edu.cn/hall/10469.html','武海军，南京大学教授','2016-9-21','Math','科教服务中心706',
'粘性依赖于密度的流体力学模型的研究','http://math.sustech.edu.cn/hall/10468.html','姚正安教授，中山大学','2016-9-12','Math','科教服务中心706',
'"Operator splitting optimization methods and total variation regularized model "','http://math.sustech.edu.cn/hall/10467.html','田文义博士，天津大学','2016-9-8','Math','科教服务中心706',
'Vesicle electrohydrodynamic simulations by coupling immersed boundary and immersed interface method','http://math.sustech.edu.cn/hall/176.html','赖明治(国立交通大学)','2016-8-29','Math','科教服务中心706',
'南科大讲堂：素数间的小间距','http://math.sustech.edu.cn/hall/80.html','张益唐','2016-7-12','Math','图书馆110报告厅',
'Critical angles of approximation methods for boundary integral equations on contours with corners','http://math.sustech.edu.cn/hall/82.html','Victor Didenko(Universiti Brunei Darussalam)','2016-7-6','Math','科教服务中心706',
'Supercomputer Applications with Focus on Modeling of Platelet Dynamics','http://math.sustech.edu.cn/hall/86.html','Yuefan Deng(Stony Brook University)','2016-7-1','Math','科教服务中心706',
'Geometric Stopping of a Random Walk and Its Applications to Valuing Equity-linked Death Benefits','http://math.sustech.edu.cn/hall/87.html','Hailiang Yang(The University of Hong Kong)','2016-6-30','Math','科教服务中心706',
'数学大讲堂：Vortices in Classical and Superfluids','http://math.sustech.edu.cn/hall/91.html','林芳华','2016-6-22','Math','科教服务中心706',
'An Adaptive Simulation Approach for Pricing Financial Options','http://math.sustech.edu.cn/hall/93.html','邓世杰(北京师范大学)','2016-6-8','Math','科教服务中心706',
'数学大讲堂：带切换扩散过程的稳定性与遍历性','http://math.sustech.edu.cn/hall/92.html','邵井海(北京师范大学)','2016-6-8','Math','科教服务中心706',
'数学大讲堂：High order numerical methods for convection dominated problems','http://math.sustech.edu.cn/hall/98.html','Chi-Wang Shu(Brown University)','2016-6-3','Math','科教服务中心706',
'数学大讲堂：Model-free feature screening approaches with missing response at random','http://math.sustech.edu.cn/hall/99.html','王启华(中国科学院)','2016-6-1','Math','科教服务中心706',
'数学大讲堂：Symmetries of Solutions to Nonlinear PDEs','http://math.sustech.edu.cn/hall/100.html','桂长峰(University of Texas at San Antonion)','2016-5-27','Math','科教服务中心706',
'数学大讲堂：A potential theory based Cartesian grid method for elliptic PDEs','http://math.sustech.edu.cn/hall/173.html','应文俊(Shanghai Jiao Tong University)','2016-5-26','Math','科教服务中心706',
'数学大讲堂：动力系统和算子谱理论','http://math.sustech.edu.cn/hall/101.html','尤建功(南京大学)','2016-5-25','Math','科教服务中心706',
'Composite Lq (0','http://math.sustech.edu.cn/hall/10465.html','刘亚锋 Assistant Professor, Academy of Mathematics and Systems Science, Chinese Academy of Sciences','2016-5-20','Math','科教服务中心706',
'MATLAB机器学习和深度学习','http://math.sustech.edu.cn/hall/10464.html','卓金武先生, MathWorks中国科学计算业务总监','2016-5-18','Math','图书馆110报告厅',
'工程驱动分析的崛起','http://math.sustech.edu.cn/hall/10463.html','Mr. Jim Tung, MathWorks首席战略师','2016-5-18','Math','图书馆110报告厅',
'数学大讲堂：玻尔兹曼方程矩系统的正则化技术','http://math.sustech.edu.cn/hall/103.html','李若(北京大学)','2016-5-18','Math','科教服务中心706',
'数学大讲堂：Inverse Scattering Problems Without the Phase Information','http://math.sustech.edu.cn/hall/106.html','Michael V. Klibanov(University of North Carolina at Charlotte)','2016-5-17','Math','一教301',
